222.504, 128.798, 8.333, 16.028 False
222.226, 128.804, 8.333, 16.061 False
221.949, 128.810, 8.333, 16.094 False
221.671, 128.817, 8.333, 16.127 False
221.393, 128.824, 8.333, 16.160 False
221.116, 128.830, 8.333, 16.193 False
220.838, 128.837, 8.333, 16.226 False
220.560, 128.844, 8.333, 16.259 False
220.282, 128.851, 8.333, 16.292 False
220.005, 128.858, 8.333, 16.325 False
219.727, 128.865, 8.333, 16.358 False
219.449, 128.872, 8.333, 16.391 False
219.172, 128.879, 8.333, 16.424 False
218.894, 128.886, 8.333, 16.457 False
218.616, 128.894, 8.333, 16.490 False
218.339, 128.901, 8.333, 16.523 False
218.061, 128.908, 8.333, 16.556 False
217.783, 128.916, 8.333, 16.589 False
217.505, 128.923, 8.333, 16.622 False
217.228, 128.931, 8.333, 16.655 False
216.950, 128.938, 8.333, 16.688 False
216.673, 128.946, 8.333, 16.721 False
216.395, 128.953, 8.333, 16.754 False
216.117, 128.961, 8.333, 16.787 False
215.840, 128.969, 8.333, 16.820 False
215.562, 128.977, 8.333, 16.853 False
215.284, 128.984, 8.333, 16.886 False
215.007, 128.992, 8.333, 16.919 False
214.729, 129.000, 8.333, 16.952 False
214.451, 129.008, 8.333, 16.985 False
214.174, 129.016, 8.333, 17.018 False
213.896, 129.023, 8.333, 17.051 False
213.618, 129.031, 8.333, 17.084 False
213.341, 129.039, 8.333, 17.117 False
213.063, 129.047, 8.333, 17.150 False
212.785, 129.055, 8.333, 17.183 False
212.508, 129.063, 8.333, 17.216 False
212.230, 129.071, 8.333, 17.249 False
211.952, 129.079, 8.333, 17.282 False
211.675, 129.087, 8.333, 17.315 False
211.397, 129.095, 8.333, 17.348 False
211.119, 129.103, 8.333, 17.381 False
210.842, 129.111, 8.333, 17.414 False
210.564, 129.118, 8.333, 17.447 False
210.286, 129.125, 8.333, 17.480 False
210.009, 129.133, 8.333, 17.513 False
209.731, 129.140, 8.333, 17.546 False
209.453, 129.148, 8.333, 17.579 False
209.176, 129.155, 8.333, 17.612 False
208.898, 129.163, 8.333, 17.645 False
208.620, 129.170, 8.333, 17.678 False
208.343, 129.178, 8.333, 17.711 False
208.065, 129.185, 8.333, 17.744 False
207.787, 129.193, 8.333, 17.777 False
207.510, 129.200, 8.333, 17.810 False
207.232, 129.207, 8.333, 17.843 False
206.955, 129.215, 8.333, 17.876 False
206.677, 129.222, 8.333, 17.909 False
206.399, 129.230, 8.333, 17.942 False
206.122, 129.237, 8.333, 17.975 False
205.844, 129.244, 8.333, 18.008 False
205.566, 129.251, 8.333, 18.041 False
205.289, 129.259, 8.333, 18.074 False
205.011, 129.266, 8.333, 18.107 False
204.733, 129.273, 8.333, 18.140 False
204.455, 129.280, 8.333, 18.173 False
204.178, 129.287, 8.333, 18.206 False
203.900, 129.294, 8.333, 18.239 False
203.622, 129.301, 8.333, 18.272 False
203.345, 129.308, 8.333, 18.305 False
203.067, 129.315, 8.333, 18.338 False
202.789, 129.322, 8.333, 18.371 False
202.512, 129.329, 8.333, 18.404 False
202.234, 129.336, 8.333, 18.437 False
201.956, 129.342, 8.333, 18.470 False
201.679, 129.349, 8.333, 18.503 False
201.401, 129.356, 8.333, 18.536 False
201.123, 129.361, 8.333, 18.569 False
200.845, 129.368, 8.333, 18.602 False
200.568, 129.374, 8.333, 18.635 False
200.290, 129.380, 8.333, 18.668 False
200.012, 129.386, 8.333, 18.701 False
199.735, 129.392, 8.333, 18.734 False
199.457, 129.398, 8.333, 18.767 False
199.179, 129.404, 8.333, 18.800 False
198.902, 129.410, 8.333, 18.833 False
198.624, 129.416, 8.333, 18.866 False
198.346, 129.421, 8.333, 18.899 False
198.068, 129.427, 8.333, 18.932 False
197.791, 129.433, 8.333, 18.965 False
197.513, 129.438, 8.333, 18.998 False
197.235, 129.444, 8.333, 19.031 False
196.958, 129.449, 8.333, 19.064 False
196.680, 129.455, 8.333, 19.097 False
196.402, 129.460, 8.333, 19.130 False
196.124, 129.465, 8.333, 19.163 False
195.847, 129.471, 8.333, 19.196 False
195.569, 129.476, 8.333, 19.229 False
195.291, 129.481, 8.333, 19.262 False
195.014, 129.486, 8.333, 19.295 False
194.736, 129.491, 8.333, 19.328 False
194.458, 129.496, 8.333, 19.361 False
194.180, 129.501, 8.333, 19.394 False
193.903, 129.506, 8.333, 19.427 False
193.625, 129.510, 8.333, 19.460 False
193.347, 129.515, 8.333, 19.493 False
193.069, 129.520, 8.333, 19.526 False
192.792, 129.524, 8.333, 19.559 False
192.514, 129.529, 8.333, 19.592 False
192.236, 129.533, 8.333, 19.625 False
191.958, 129.538, 8.333, 19.658 False
191.681, 129.542, 8.333, 19.691 False
191.403, 129.546, 8.333, 19.724 False
191.125, 129.550, 8.333, 19.757 False
190.848, 129.554, 8.333, 19.790 False
190.570, 129.558, 8.333, 19.823 False
190.292, 129.562, 8.333, 19.856 False
190.014, 129.565, 8.333, 19.889 False
189.737, 129.569, 8.333, 19.922 False
189.459, 129.573, 8.333, 19.955 False
189.181, 129.576, 8.333, 19.988 False
188.903, 129.579, 8.333, 20.021 False
188.626, 129.581, 8.333, 20.054 False
188.348, 129.584, 8.333, 20.087 False
188.070, 129.587, 8.333, 20.120 False
187.792, 129.590, 8.333, 20.153 False
187.515, 129.593, 8.333, 20.186 False
187.237, 129.596, 8.333, 20.219 False
186.959, 129.598, 8.333, 20.252 False
186.681, 129.601, 8.333, 20.285 False
186.404, 129.603, 8.333, 20.318 False
186.126, 129.606, 8.333, 20.351 False
185.848, 129.608, 8.333, 20.384 False
185.570, 129.610, 8.333, 20.417 False
185.293, 129.612, 8.333, 20.450 False
185.015, 129.614, 8.333, 20.483 False
184.737, 129.616, 8.333, 20.516 False
184.459, 129.618, 8.333, 20.549 False
184.181, 129.620, 8.333, 20.582 False
183.904, 129.621, 8.333, 20.615 False
183.626, 129.623, 8.333, 20.648 False
183.348, 129.625, 8.333, 20.681 False
183.070, 129.626, 8.333, 20.714 False
182.793, 129.628, 8.333, 20.747 False
182.515, 129.629, 8.333, 20.780 False
182.237, 129.631, 8.333, 20.813 False
181.959, 129.632, 8.333, 20.846 False
181.682, 129.633, 8.333, 20.879 False
181.404, 129.635, 8.333, 20.912 False
181.126, 129.636, 8.333, 20.945 False
180.848, 129.637, 8.333, 20.978 False
180.570, 129.638, 8.333, 21.011 False
180.293, 129.639, 8.333, 21.044 False
180.015, 129.640, 8.333, 21.077 False
179.737, 129.641, 8.333, 21.110 False
179.459, 129.642, 8.333, 21.143 False
179.182, 129.643, 8.333, 21.176 False
178.904, 129.644, 8.333, 21.209 False
178.626, 129.645, 8.333, 21.242 False
178.348, 129.645, 8.333, 21.275 False
178.070, 129.646, 8.333, 21.308 False
177.793, 129.647, 8.333, 21.341 False
177.515, 129.647, 8.333, 21.374 False
177.237, 129.648, 8.333, 21.407 False
176.959, 129.648, 8.333, 21.440 False
176.682, 129.649, 8.333, 21.473 False
176.404, 129.649, 8.333, 21.506 False
176.126, 129.649, 8.333, 21.539 False
175.848, 129.650, 8.333, 21.572 False
175.571, 129.650, 8.333, 21.605 False
175.293, 129.650, 8.333, 21.638 False
175.015, 129.650, 8.333, 21.671 False
174.737, 129.650, 8.333, 21.704 False
174.459, 129.651, 8.333, 21.737 False
174.182, 129.651, 8.333, 21.770 False
173.904, 129.651, 8.333, 21.803 False
173.626, 129.651, 8.333, 21.836 False
173.348, 129.651, 8.333, 21.869 False
173.071, 129.650, 8.333, 21.902 False
172.793, 129.650, 8.333, 21.935 False
